DRG Definition,Provider State,Total Discharges,Average Covered Charges,Average Total Payments
303 - ATHEROSCLEROSIS W/O MCC,WI,189,12601.14286,3883.698413
303 - ATHEROSCLEROSIS W/O MCC,WV,582,9106.12543,3675.139175
303 - ATHEROSCLEROSIS W/O MCC,WY,13,13818.23077,5075.384615
305 - HYPERTENSION W/O MCC,AL,458,16153.87336,3722.052402
305 - HYPERTENSION W/O MCC,AR,306,10568.36928,3563.640523
305 - HYPERTENSION W/O MCC,AZ,483,20225.85507,4378.857143
305 - HYPERTENSION W/O MCC,CA,881,30057.50851,5453.479001
305 - HYPERTENSION W/O MCC,CO,89,16608.11236,3846.247191
305 - HYPERTENSION W/O MCC,CT,243,16329.30453,5272.54321
305 - HYPERTENSION W/O MCC,DC,112,15941.30357,6399.964286
305 - HYPERTENSION W/O MCC,DE,79,11338.31646,4667.088608
305 - HYPERTENSION W/O MCC,FL,2775,20835.39495,4043.008288
305 - HYPERTENSION W/O MCC,GA,529,15683.40643,3939.540643
305 - HYPERTENSION W/O MCC,HI,14,10817.35714,5553.928571
305 - HYPERTENSION W/O MCC,IA,145,13125.38621,3848.02069
305 - HYPERTENSION W/O MCC,ID,11,13900.72727,3759.363636
305 - HYPERTENSION W/O MCC,IL,1578,16701.32002,4530.439163
305 - HYPERTENSION W/O MCC,IN,590,13162.24746,4063.415254
305 - HYPERTENSION W/O MCC,KS,110,20145.66364,3904.018182
305 - HYPERTENSION W/O MCC,KY,713,12623.7756,3863.469846
305 - HYPERTENSION W/O MCC,LA,400,14248.7325,4055.46
305 - HYPERTENSION W/O MCC,MA,611,11253.1653,5090.279869
305 - HYPERTENSION W/O MCC,MD,898,6007.864143,5671.07461
305 - HYPERTENSION W/O MCC,ME,16,10967,4054.875
305 - HYPERTENSION W/O MCC,MI,1141,11950.71604,4468.255039
305 - HYPERTENSION W/O MCC,MN,186,16222.08065,5288.575269
305 - HYPERTENSION W/O MCC,MO,688,15309.5843,3938.43314
305 - HYPERTENSION W/O MCC,MS,287,17998.15331,3688.135889
305 - HYPERTENSION W/O MCC,NC,886,13258.38826,4338.536117
305 - HYPERTENSION W/O MCC,ND,16,9131.3125,4033
305 - HYPERTENSION W/O MCC,NE,60,13638.25,4420.483333
305 - HYPERTENSION W/O MCC,NH,77,14878.35065,4188.350649
305 - HYPERTENSION W/O MCC,NJ,1161,33331.69337,4744.639104
305 - HYPERTENSION W/O MCC,NM,50,15181.08,4704
305 - HYPERTENSION W/O MCC,NV,274,32994.9927,4419.251825
305 - HYPERTENSION W/O MCC,NY,2230,16793.32511,6151.055157
305 - HYPERTENSION W/O MCC,OH,1101,14503.77838,4051.531335
305 - HYPERTENSION W/O MCC,OK,319,13600.0627,3833.504702
305 - HYPERTENSION W/O MCC,OR,11,9625.909091,4107.090909
305 - HYPERTENSION W/O MCC,PA,926,24179.22786,4391.046436
305 - HYPERTENSION W/O MCC,RI,27,19141.59259,5938.296296
305 - HYPERTENSION W/O MCC,SC,519,17085.1368,3987.510597
305 - HYPERTENSION W/O MCC,SD,44,12406.56818,4913.772727
305 - HYPERTENSION W/O MCC,TN,730,14253.45068,3838.990411
305 - HYPERTENSION W/O MCC,TX,2301,21529.14733,4066.93568
305 - HYPERTENSION W/O MCC,VA,547,12823.63803,3970.967093
305 - HYPERTENSION W/O MCC,WA,229,18216.74673,4404.825327
305 - HYPERTENSION W/O MCC,WI,146,14305.84247,4202.541096
305 - HYPERTENSION W/O MCC,WV,190,9631.015789,3817.157895
305 - HYPERTENSION W/O MCC,WY,18,14144.05556,5345.166667
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AK,19,30533.68421,10800.52632
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AL,1123,28888.12912,7186.894924
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AR,697,22572.38451,7241.797704
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,AZ,904,33960.77655,8346.417035
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,CA,3749,59369.44385,10809.84956
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,CO,428,37394.38785,8139.983645
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,CT,1066,30562.07036,10268.92402
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,DC,130,41003.79231,12495.58461
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,DE,216,23107.9213,9119.050926
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,FL,4182,36407.09158,7708.70373
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,GA,1485,27665.16498,7924.391246
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,HI,103,28584.99029,10468.5534
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,IA,728,20084.82417,7436.460165
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ID,150,22500.80667,8490.713333
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,IL,3188,31273.41688,8519.333124
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,IN,1632,24118.15012,7890.127451
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,KS,568,27449.48768,7467.705986
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,KY,1218,23396.26847,7874.10509
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,LA,908,30958.68282,7872.205947
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MA,1942,18415.38208,9695.596293
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MD,1029,12637.13411,11893.21671
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ME,312,18473.83013,8458.038461
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MI,3028,22827.82299,8957.221929
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MN,798,26896.39599,9117.845866
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MO,1666,25800.12305,7798.804922
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MS,687,25697.84571,7700.042212
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,MT,144,18690.86806,7965.277778
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NC,2756,22421.83128,8779.612845
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,ND,133,15725.64662,7959.135338
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NE,328,26283.45427,8240.253049
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NH,337,21240.09792,8630.080119
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NJ,2467,62993.66194,9317.258614
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NM,209,28972.00479,8836.311005
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NV,316,59053.78164,10052.8038
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,NY,3657,34475.72601,11180.40552
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OH,2795,26353.07227,8044.713775
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OK,777,26831.54955,7697.184041
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,OR,369,23995.95122,9194.314363
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,PA,3193,36007.67429,8468.146257
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,RI,276,25418.29348,9326.862318
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,SC,1078,33086.69295,8266.93321
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,SD,163,21525.14724,8013.08589
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,TN,1540,25813.58247,7544.351299
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,TX,4015,39116.65878,8275.950436
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,UT,146,20978.4452,8652.417808
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VA,1784,24425.33688,7959.711323
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,VT,98,17374.89796,11314.95918
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WA,1037,28222.55834,9007.14947
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WI,948,23140.46097,8547.655063
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WV,507,18919.79684,7620.382643
308 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W MCC,WY,31,36320.06451,12830.25807
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AK,101,20804.11881,8970.227722
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AL,1963,18994.16353,4889.141111
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AR,1208,14064.33278,4885.176325
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,AZ,1873,22949.07902,5738.017085
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CA,6165,39980.18037,7146.011192
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CO,953,23218.21931,5563.455404
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,CT,1603,20093.06862,6842.621959
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DC,201,24276.30846,7618.308458
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,DE,342,15924.82456,6254.526316
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,FL,8161,25508.39554,5155.032472
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,GA,2605,18066.00537,5392.908253
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,HI,161,20716.5528,8847.782608
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IA,966,14064.32505,5085.736025
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ID,204,14982.47059,5561.495098
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IL,5268,21268.49222,5793.474943
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,IN,2696,16027.65467,5254.480341
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,KS,960,19272,5037.3375
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,KY,1985,15106.40605,5206.34005
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,LA,1477,18675.65403,5132.790115
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MA,3222,12625.1468,6628.948479
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MD,2522,7642.59199,7204.081285
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ME,661,12630.41452,5605.680787
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MI,4616,15249.18869,5956.641681
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MN,1569,16186.41428,5965.2645
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MO,2501,17951.45022,5185.834866
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MS,1041,18349.81172,5115.256484
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,MT,193,11691.81347,5226.316062
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NC,4280,14668.91846,5809.819626
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,ND,188,9590.707446,5537.324468
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NE,643,17631.68118,5536.293935
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NH,518,15204.55019,5750.372587
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NJ,3918,45838.9071,6358.842266
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NM,295,19868.5017,5909.088136
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NV,573,33196.4712,5926.153578
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,NY,6213,23294.19733,7529.372284
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OH,4736,17343.18138,5359.840372
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OK,1205,16525.71618,5110.195851
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,OR,598,15307.28762,5925.249164
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,PA,5265,24639.19506,5656.426971
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,RI,372,18229.58871,6468.596774
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,SC,1752,21304.55365,5476.625
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,SD,252,15474.21825,5548.198412
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,TN,2520,17019.93373,5040.790476
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,TX,6467,25579.72491,5548.42137
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,UT,197,13655.40609,5677.827411
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VA,2816,16713.47195,5354.839134
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,VT,151,11977.60927,7071.245033
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WA,1612,19185.39764,6018.434243
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WI,1593,16133.50283,5673.544256
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WV,1008,12029.81052,5051.360119
309 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W CC,WY,95,16251.71579,7512.368421
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AK,135,18174.37778,6769.822223
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AL,2301,12959.37332,3354.37462
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AR,1624,9784.247537,3320.483374
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,AZ,2079,16520.63155,3831.693603
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CA,5621,28713.32521,4819.207436
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CO,759,15911.55468,3767.380764
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,CT,1441,13908.20403,4693.446218
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DC,246,15036.82927,4834.739837
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,DE,414,11053.75845,4224.451691
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,FL,10748,17832.15947,3540.413379
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,GA,2651,12553.38023,3631.433044
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,HI,228,14673.66228,5368.320175
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IA,1195,10063.23096,3469.471966
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ID,225,9009.239999,3824.551111
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IL,5646,15251.2361,4042.91339
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,IN,3068,11375.63168,3551.323338
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,KS,1127,13238.92724,3507.675244
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,KY,2771,10390.29195,3523.087694
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,LA,1924,11956.71362,3525.492724
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MA,3111,9060.747991,4421.023465
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MD,2743,5457.894641,5156.739337
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ME,592,9755.912163,3939.930743
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MI,4454,10848.29749,4054.250337
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MN,1600,11692.365,4101.435625
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MO,2917,12487.11759,3574.231402
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MS,1384,12649.69003,3452.094653
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,MT,165,8673.30909,3583.10303
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NC,4481,10854.95782,3934.436063
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,ND,194,6926.613402,3740.695876
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NE,758,12629.41557,3825.009235
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NH,517,11878.99033,3899.473888
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NJ,4606,31595.74685,4298.220582
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NM,408,13506.72794,3929.210784
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NV,747,23686.63052,4045.934404
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,NY,7144,15603.91223,4969.704087
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OH,4994,12756.09852,3704.480376
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OK,1387,11451.50469,3510.146359
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,OR,558,10701.97133,4145.327957
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,PA,5855,17588.45875,3835.243894
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,RI,364,13569.40659,4388.489011
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,SC,2112,14148.55729,3699.650568
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,SD,326,11097.1411,3957.852761
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TN,2687,12407.08299,3512.908448
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,TX,7086,17908.70138,3736.897827
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,UT,218,9279.06422,3819
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VA,3206,11985.25047,3674.286338
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,VT,205,8423.419512,4822.570732
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WA,1556,13724.92995,4101.665167
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WI,1542,11301.6323,3865.872244
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WV,1216,8527.580592,3482.135691
310 - CARDIAC ARRHYTHMIA & CONDUCTION DISORDERS W/O CC/MCC,WY,118,12602.11864,4942.169491
312 - SYNCOPE & COLLAPSE,AK,56,23904.57143,6546.125
312 - SYNCOPE & COLLAPSE,AL,2390,17526.01632,4199.789121
312 - SYNCOPE & COLLAPSE,AR,1032,15348.12888,4494.777132
312 - SYNCOPE & COLLAPSE,AZ,1971,23748.08676,4854.229833
312 - SYNCOPE & COLLAPSE,CA,7631,36987.38383,6233.109946
312 - SYNCOPE & COLLAPSE,CO,1032,22065.14632,4799.589147
312 - SYNCOPE & COLLAPSE,CT,2759,17349.1689,5918.524103
312 - SYNCOPE & COLLAPSE,DC,366,18488.26776,6556.762295
312 - SYNCOPE & COLLAPSE,DE,569,14003.98594,5338.869947
312 - SYNCOPE & COLLAPSE,FL,13168,25778.11665,4530.741267
312 - SYNCOPE & COLLAPSE,GA,3039,18313.13787,4626.999013
312 - SYNCOPE & COLLAPSE,HI,211,19326.93839,6166.099526
312 - SYNCOPE & COLLAPSE,IA,834,14005.65707,4339.485611
312 - SYNCOPE & COLLAPSE,ID,167,11788.60479,4630.293413
312 - SYNCOPE & COLLAPSE,IL,8447,19781.18385,5089.325441
312 - SYNCOPE & COLLAPSE,IN,3532,15280.51387,4632.961212
312 - SYNCOPE & COLLAPSE,KS,758,21186.06201,4352.521108
312 - SYNCOPE & COLLAPSE,KY,3047,14707.84542,4465.704299
312 - SYNCOPE & COLLAPSE,LA,1461,17946.66393,4506.061602
312 - SYNCOPE & COLLAPSE,MA,5473,10914.61118,5556.565869
312 - SYNCOPE & COLLAPSE,MD,4376,6616.347121,6241.744516
312 - SYNCOPE & COLLAPSE,ME,513,12002.79532,4779.352827
312 - SYNCOPE & COLLAPSE,MI,7122,13389.90115,5119.313816
312 - SYNCOPE & COLLAPSE,MN,1560,13929.1782,5101.399359
312 - SYNCOPE & COLLAPSE,MO,2899,17366.63125,4474.118317
312 - SYNCOPE & COLLAPSE,MS,1328,19098.18223,4340.396084
312 - SYNCOPE & COLLAPSE,MT,130,10517.98461,4512.2
312 - SYNCOPE & COLLAPSE,NC,4197,14966.84322,4972.700262
312 - SYNCOPE & COLLAPSE,ND,114,10270.84211,4766.701755
312 - SYNCOPE & COLLAPSE,NE,545,16920.12477,4929.970642
312 - SYNCOPE & COLLAPSE,NH,467,15079.19058,4910.599572
312 - SYNCOPE & COLLAPSE,NJ,7088,40180.49125,5401.546981
312 - SYNCOPE & COLLAPSE,NM,304,18060.00987,5061.223684
312 - SYNCOPE & COLLAPSE,NV,958,31951.71712,5063.956159
312 - SYNCOPE & COLLAPSE,NY,14784,19174.30919,6618.613231
312 - SYNCOPE & COLLAPSE,OH,6206,16283.45053,4578.363036
312 - SYNCOPE & COLLAPSE,OK,1411,16437.75407,4422.194897
312 - SYNCOPE & COLLAPSE,OR,459,13406.87582,5252.631808
312 - SYNCOPE & COLLAPSE,PA,7834,23856.14118,4891.867628
312 - SYNCOPE & COLLAPSE,RI,469,17849.17697,5827.646055
312 - SYNCOPE & COLLAPSE,SC,2029,19834.98965,4648.095614
312 - SYNCOPE & COLLAPSE,SD,206,15267.26699,5193.932039
312 - SYNCOPE & COLLAPSE,TN,2851,17657.05086,4362.350403
312 - SYNCOPE & COLLAPSE,TX,7412,26216.25067,4783.581355
312 - SYNCOPE & COLLAPSE,UT,194,14128.86598,4987.551546
312 - SYNCOPE & COLLAPSE,VA,4142,15506.39112,4539.040077
312 - SYNCOPE & COLLAPSE,VT,130,10640.87692,6048.584615
312 - SYNCOPE & COLLAPSE,WA,1551,18489.27853,5199.816892
312 - SYNCOPE & COLLAPSE,WI,1370,15565.71533,4906.248905
312 - SYNCOPE & COLLAPSE,WV,1290,11187.95504,4415.249612
312 - SYNCOPE & COLLAPSE,WY,36,15868.91667,6105.694445
313 - CHEST PAIN,AK,81,18890.61728,6354.135803
313 - CHEST PAIN,AL,2249,14969.13606,3290.499333
313 - CHEST PAIN,AR,1204,11787.35465,3218.258306
313 - CHEST PAIN,AZ,1656,19548.02113,3836.627415
313 - CHEST PAIN,CA,10070,28981.48431,4741.870109
313 - CHEST PAIN,CO,1019,17573.60059,3708.740922
313 - CHEST PAIN,CT,1969,13775.26714,4432.898933
313 - CHEST PAIN,DC,372,16270.39516,5309.077957
313 - CHEST PAIN,DE,274,12721.15328,4137.284671
313 - CHEST PAIN,FL,9722,21396.13423,3577.860111
313 - CHEST PAIN,GA,3326,15910.53939,3606.697535
313 - CHEST PAIN,HI,128,14657.24219,5255.734375
313 - CHEST PAIN,IA,1007,11577.13903,3346.676266
313 - CHEST PAIN,ID,109,11232.68807,3601.192661
313 - CHEST PAIN,IL,7505,16927.65943,4014.949234
313 - CHEST PAIN,IN,3428,13041.43991,3589.582847
313 - CHEST PAIN,KS,751,18333.45939,3365.997337
313 - CHEST PAIN,KY,3137,12629.64456,3520.848581
313 - CHEST PAIN,LA,1450,14727.4731,3578.88
313 - CHEST PAIN,MA,4342,9185.3731,4239.394979
313 - CHEST PAIN,MD,3930,5639.079898,5353.469975
313 - CHEST PAIN,ME,472,9935.635594,3563.67161
313 - CHEST PAIN,MI,5515,11865.8573,3946.673255
313 - CHEST PAIN,MN,1565,13508.4607,4077.539297
313 - CHEST PAIN,MO,3442,14566.99419,3527.379431
313 - CHEST PAIN,MS,1339,17346.35026,3372.5295
313 - CHEST PAIN,MT,97,10248.20619,3775.917526
313 - CHEST PAIN,NC,5327,12542.14473,3788.135911
313 - CHEST PAIN,ND,119,8636.672269,3861.571428
313 - CHEST PAIN,NE,610,14499.43443,4123.765574
313 - CHEST PAIN,NH,337,14779.17804,3885.169139
313 - CHEST PAIN,NJ,4583,32970.21732,4276.359808
313 - CHEST PAIN,NM,408,15555.01961,4089.308823
313 - CHEST PAIN,NV,1058,29545.03119,3985.403592
313 - CHEST PAIN,NY,12783,14156.71509,5139.295236
313 - CHEST PAIN,OH,6264,13575.77698,3608.162676
313 - CHEST PAIN,OK,2108,12122.31214,3336.899431
313 - CHEST PAIN,OR,478,11275.12552,4196.209205
313 - CHEST PAIN,PA,4876,21790.52707,3878.714725
313 - CHEST PAIN,RI,249,16578.58634,4465.955823
313 - CHEST PAIN,SC,1982,17204.82492,3548.183148
313 - CHEST PAIN,SD,276,12897.50725,3929.576087
313 - CHEST PAIN,TN,2888,14775.65928,3352.696676
313 - CHEST PAIN,TX,7850,21186.06815,3679.199108
313 - CHEST PAIN,UT,178,11232.98315,3939.325843
313 - CHEST PAIN,VA,3907,13308.66854,3508.205528
313 - CHEST PAIN,VT,44,11164.22727,4889.5
313 - CHEST PAIN,WA,1677,17037.24985,4012.515802
313 - CHEST PAIN,WI,1251,12508.85612,3821.410871
313 - CHEST PAIN,WV,1565,10552.74505,3462.350799
313 - CHEST PAIN,WY,102,12454.89216,4842.676471
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AK,20,76820.4,20804.25
314 - OTHER CIRCULATORY SYSTEM DIAGNOSES W MCC,AL,774,44549.20284,11494.51938
